stage,problem,group,config,arm,round,agent,labels,state_hash_before,vote,status
complex,C2,2.0,11011,U,1.0,173,"['APPROVE', 'REJECT']",3f5cc313b9ae0d79701cc7de95341e78d3cedd9b4ed19e51fbce107e273dc02e,APPROVE,ok
complex,C1,16.0,00100,E,1.0,48,"['PACKAGE_A', 'PACKAGE_B']",ad462a448b6a573505b273587370804e551ee426774f3b36bfe3e295be3d63f2,PACKAGE_B,ok
simple,S3,,00100,E,,302,"['ADOPT', 'WAIT']",,WAIT,ok
simple,S3,,00100,U,,66,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,18.0,11011,E,2.0,270,"['CONTINUE', 'PIVOT']",d15ef8b4caccff4b13276dade0a6812cf65e59ff1b2391b0fdc64955bde8ff61,CONTINUE,ok
complex,C3,10.0,00100,U,1.0,239,"['CONTINUE', 'PIVOT']",1934040ac1f716d55ebad41b82e39718b6b679792a3b94ae283ced67acbdde11,CONTINUE,ok
simple,S3,,11011,U,,378,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C1,17.0,11011,E,1.0,164,"['PACKAGE_A', 'PACKAGE_B']",c0ed7de33c4fcd6fc59d27b1dfe57be17d7573b153e15c1815da941837a3608a,PACKAGE_B,ok
complex,C3,1.0,00100,E,2.0,308,"['CONTINUE', 'PIVOT']",8fc0e41fae7c26f2e8c2119ae8e0faa7aa6300a902b1ec1b871819cc9ecddf8f,CONTINUE,ok
complex,C3,15.0,00100,U,4.0,345,"['CONTINUE', 'PIVOT']",2d56412d401b803d9c7b62df0d7570018c474257e05d02264ea9bf19cd188a1d,CONTINUE,ok
complex,C2,2.0,00100,E,1.0,23,"['APPROVE', 'REJECT']",3f5cc313b9ae0d79701cc7de95341e78d3cedd9b4ed19e51fbce107e273dc02e,APPROVE,ok
complex,C2,13.0,neutral,B,4.0,169,"['APPROVE', 'REJECT']",fe1df5eec9b04437d52c637dc06fdf442467cf341e38e54332bfabfeb4f715be,APPROVE,ok
simple,S1,,00100,U,,109,"['A', 'B']",,A,ok
complex,C2,17.0,00100,E,2.0,148,"['APPROVE', 'REJECT']",09f2d3e9680ad9a7a951168f62c855f9642ff435c6c8d5736edba686c13bd775,APPROVE,ok
simple,S3,,11011,E,,214,"['ADOPT', 'WAIT']",,WAIT,ok
complex,C2,5.0,neutral,B,2.0,304,"['APPROVE', 'REJECT']",270a0013643e781f60002a9528518788104f480f6776ff7790ce43d10b03db28,APPROVE,ok
complex,C2,3.0,11011,U,1.0,335,"['APPROVE', 'REJECT']",c119a83f452c5f66bca1c575b3579e84db236d04a0328d8158fedb37ee2f68d7,APPROVE,ok
simple,S2,,11011,E,,252,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
simple,S1,,00100,E,,367,"['A', 'B']",,A,ok
simple,S3,,11011,U,,108,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,11011,E,,334,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,16.0,neutral,B,1.0,159,"['APPROVE', 'REJECT']",d3c34a97fab6dbf12368627ae992f137874ee1538f062299a3798776f2d57e4f,APPROVE,ok
complex,C2,14.0,00100,E,4.0,32,"['APPROVE', 'REJECT']",ff1d38559c11af65910b9d3d369114d76b24db16df359c0121528db9137b71e4,APPROVE,ok
simple,S2,,11011,U,,193,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,20.0,neutral,B,3.0,25,"['APPROVE', 'REJECT']",4ff920cf81e7df240146bf0c9f7897a3f5b69b673a00b8bf67b9f631072cb39d,REJECT,ok
complex,C2,10.0,00100,U,2.0,52,"['APPROVE', 'REJECT']",473ae10ce205615641ed38a3d1fdb71ec4caeea43dc54cc4e96b9e6335f0bcfb,APPROVE,ok
simple,S2,,00100,U,,298,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,2.0,neutral,B,2.0,234,"['APPROVE', 'REJECT']",800d3ebee3f9ce5173333bc90922b081c7989f558912adbe73c895b8b739e749,APPROVE,ok
complex,C3,11.0,00100,U,3.0,235,"['CONTINUE', 'PIVOT']",3557d6dd2a04c1abe1639c4519a3738547f5d61bda55e93474a3cf4941bae7cc,CONTINUE,ok
complex,C2,18.0,neutral,B,5.0,225,"['APPROVE', 'REJECT']",07957fc126adfb64a6812ba201d51cad1eb64989a7e8265965132e18e635b7b9,APPROVE,ok
complex,C2,9.0,11011,E,4.0,163,"['APPROVE', 'REJECT']",ebd16bd12f0f6804e210e7d16561183b7028dfdba00b8a83575399dccf5264b2,APPROVE,ok
complex,C2,2.0,neutral,B,3.0,151,"['APPROVE', 'REJECT']",5b3cc9c9bc6d1c2a2c0a922281c82aa6b6c8f845087b227bdf1761516d6f41ca,APPROVE,ok
complex,C3,6.0,11011,E,4.0,217,"['CONTINUE', 'PIVOT']",a1627a1eb38d3a081f4a991e807349f0573130fd5202155b62f515a0c35e076d,CONTINUE,ok
simple,S1,,00100,E,,106,"['A', 'B']",,A,ok
complex,C3,6.0,neutral,B,2.0,329,"['CONTINUE', 'PIVOT']",2cca8ff80aa52401e79b609f2f00875ce76a1cffef292fa841934d13486b475f,CONTINUE,ok
complex,C3,14.0,00100,E,4.0,89,"['CONTINUE', 'PIVOT']",4e81462daab353bfc67701765fcc6ab09bcc5c4c6c8bc145894b250f37d326ca,CONTINUE,ok
complex,C1,13.0,11011,U,1.0,58,"['PACKAGE_A', 'PACKAGE_B']",0e9773317c9f4ba840cc807bfb7d2bbe5ac1282e2dbf26ef13e81fb5ede4ca5e,PACKAGE_B,ok
complex,C2,4.0,00100,E,3.0,138,"['APPROVE', 'REJECT']",fabe8b966241640311f4009bf585a1c608f296eb9aef947f377a9807e913db6c,APPROVE,ok
simple,S2,,11011,E,,52,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
complex,C2,11.0,neutral,B,2.0,135,"['APPROVE', 'REJECT']",8074d33b4b1969457ac9d46062c726e5b9ff732ec1c135cdc1bcb5c882a250f0,APPROVE,ok
complex,C2,6.0,neutral,B,3.0,166,"['APPROVE', 'REJECT']",41cb985345e9057fe12ebf61ad7880dc00cb95b091ee6d66c7e54c5bb718b572,APPROVE,ok
complex,C2,8.0,00100,U,5.0,393,"['APPROVE', 'REJECT']",287370c84f9991ddcc60996b06ba0c2cd889d3478edcdb2df5403ede65e1d849,APPROVE,ok
simple,S1,,00100,U,,147,"['A', 'B']",,B,ok
complex,C3,1.0,neutral,B,1.0,308,"['CONTINUE', 'PIVOT']",4ad402426e83777e97bff9ca013992f7c72a91a62cd6bc6b5527947a0b70462c,CONTINUE,ok
complex,C3,10.0,neutral,B,2.0,186,"['CONTINUE', 'PIVOT']",4061ad578add71184780d2f41b5486bf28588b58e9de14ae88ed65c2240d316e,CONTINUE,ok
simple,S2,,00100,E,,46,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,14.0,00100,U,4.0,31,"['APPROVE', 'REJECT']",33f3365eb8fd0e0b055042fc643abf2a845263b03ef21913c784ec50e8b755bf,APPROVE,ok
complex,C3,15.0,11011,U,3.0,359,"['CONTINUE', 'PIVOT']",d66ed3f766d3b36fecf1497dd05f5bd166943c603c293f085aa95d8c5e2cf8a2,CONTINUE,ok
simple,S3,,11011,E,,382,"['ADOPT', 'WAIT']",,WAIT,ok
complex,C2,5.0,neutral,B,2.0,93,"['APPROVE', 'REJECT']",270a0013643e781f60002a9528518788104f480f6776ff7790ce43d10b03db28,REJECT,ok
complex,C2,3.0,11011,U,3.0,335,"['APPROVE', 'REJECT']",ef82f568e9f985e8953102bb06576f93a483cacb4283f2fd1e7d54473f490d0c,APPROVE,ok
complex,C2,18.0,neutral,B,4.0,8,"['APPROVE', 'REJECT']",c42e7542644bd4f022422ccd9e1e68fd03519fb4e9bc06525fa82175837e6ceb,APPROVE,ok
complex,C1,16.0,00100,E,1.0,137,"['PACKAGE_A', 'PACKAGE_B']",ad462a448b6a573505b273587370804e551ee426774f3b36bfe3e295be3d63f2,PACKAGE_B,ok
complex,C3,10.0,11011,E,5.0,346,"['CONTINUE', 'PIVOT']",fb59b55d695121f4e043c593764d03478e34e5b5b832cf0f1294c10f1b5660b8,CONTINUE,ok
simple,S2,,00100,U,,59,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,00100,E,,195,"['A', 'B']",,A,ok
complex,C2,7.0,neutral,B,5.0,328,"['APPROVE', 'REJECT']",008d7c5bb210989bd59b98a75a69ff26ad6099041857f030847905266c08a404,APPROVE,ok
simple,S3,,11011,U,,277,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,11011,U,,340,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,14.0,00100,E,2.0,310,"['CONTINUE', 'PIVOT']",fb8eb6358dec29e3fc9af883a169d502059b149d7faef325b153735a7697c820,CONTINUE,ok
complex,C2,20.0,11011,U,1.0,171,"['APPROVE', 'REJECT']",727a637c31718293980dcc0b9ef372af299b1969f9fcc7ac13432e9e3c21e18f,REJECT,ok
complex,C3,18.0,11011,E,4.0,270,"['CONTINUE', 'PIVOT']",b595459a8a13f7339fbf783d66f58ac3615e7a9aae6568b9277c3863c6f650f9,CONTINUE,ok
complex,C2,19.0,00100,U,3.0,84,"['APPROVE', 'REJECT']",afb17fccce196358cbe73c99313d341b33e573b013a2d4e66c52e372e8ae1300,APPROVE,ok
simple,S3,,00100,U,,49,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,11011,U,,3,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,15.0,11011,E,5.0,190,"['APPROVE', 'REJECT']",e551e809f4d60d6393c95ffef055c61a6bc253214dfe72b116aa2e7d0b71b230,APPROVE,ok
simple,S3,,11011,E,,241,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,10.0,00100,U,3.0,239,"['CONTINUE', 'PIVOT']",f28b428b3d76f2d9db725f5aa4bf1d98e218001e0eda79b68b3d521b524703b7,CONTINUE,ok
complex,C2,11.0,00100,E,1.0,363,"['APPROVE', 'REJECT']",f03285b78615b6c75a986242bc0acd706370d47eea8f0c62461a069e56712367,APPROVE,ok
complex,C3,1.0,00100,E,6.0,237,"['CONTINUE', 'PIVOT']",d1bcfde8fe922c629a5d521455a0864ebb0003fa8561e5b3969928429336d129,CONTINUE,ok
complex,C2,20.0,11011,E,5.0,117,"['APPROVE', 'REJECT']",e42394bb818e5f9bb604ad711c9dcc362be8091ddf74238f73ec9769f1c176bc,REJECT,ok
complex,C3,1.0,11011,U,6.0,43,"['CONTINUE', 'PIVOT']",7a883cfb1198ee592c3c6c483bb1872d2eb4c06004ef7377ec9eb6d71751e12e,CONTINUE,ok
simple,S2,,11011,E,,209,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,6.0,00100,U,3.0,81,"['APPROVE', 'REJECT']",c149502d282312cbe1677157a2551c51ace77298a0d5603c7d74c84f2164ed16,APPROVE,ok
complex,C2,17.0,neutral,B,4.0,18,"['APPROVE', 'REJECT']",c87872468e1c608228e9347e84dc677361a58e2305acc5068d1c941ec069e6f6,APPROVE,ok
complex,C1,10.0,11011,U,1.0,180,"['PACKAGE_A', 'PACKAGE_B']",1787f3894d1b895be4a4959593e06e4f39e8155349f35c01dfd3d1589f4bc398,PACKAGE_B,ok
complex,C2,3.0,neutral,B,3.0,76,"['APPROVE', 'REJECT']",fc71183255896262ed299553a3ad343f5f463e1adf5061402960323f7d005c1d,APPROVE,ok
complex,C2,20.0,11011,U,1.0,25,"['APPROVE', 'REJECT']",727a637c31718293980dcc0b9ef372af299b1969f9fcc7ac13432e9e3c21e18f,APPROVE,ok
simple,S3,,11011,E,,66,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,11011,E,,353,"['A', 'B']",,A,ok
simple,S3,,00100,U,,203,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,11011,E,,341,"['A', 'B']",,A,ok
complex,C1,3.0,11011,E,1.0,159,"['PACKAGE_A', 'PACKAGE_B']",0753d6ee34ee4048b79a429ac0b95e78285ec4e70823e45b7622d543eb74b860,PACKAGE_B,ok
complex,C3,1.0,11011,U,5.0,43,"['CONTINUE', 'PIVOT']",6010bfbf31474924be2704259ce6082398218e764abd0a34e44569de31c9593e,CONTINUE,ok
complex,C2,11.0,11011,U,5.0,363,"['APPROVE', 'REJECT']",2a11bcaac74761b5abac2fcf68d982d35dd626db34fb4a30ecbb41fda009e1c7,APPROVE,ok
complex,C2,3.0,11011,U,1.0,189,"['APPROVE', 'REJECT']",c119a83f452c5f66bca1c575b3579e84db236d04a0328d8158fedb37ee2f68d7,APPROVE,ok
complex,C3,3.0,00100,U,2.0,184,"['CONTINUE', 'PIVOT']",46ddf98369ceff50d1fc2e0d79af2bb4c1e12150da818994364448473a19632a,CONTINUE,ok
simple,S3,,00100,U,,351,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,11011,U,,67,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C1,8.0,00100,U,2.0,361,"['PACKAGE_A', 'PACKAGE_B']",4ddbddf3957b57a27d40d4b515c01177cc13204527c4d6ba6ec2aca3ad0cbadf,PACKAGE_A,ok
simple,S3,,11011,E,,268,"['ADOPT', 'WAIT']",,WAIT,ok
complex,C3,17.0,11011,U,2.0,313,"['CONTINUE', 'PIVOT']",55ad0ef5c1cf44d079eb14bb0fc9ed7115b5d14b8a5ca86543b0b864b2e99167,CONTINUE,ok
simple,S3,,00100,U,,258,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,17.0,neutral,B,2.0,68,"['APPROVE', 'REJECT']",d36e471b84fa3d6e2aa6b2ed8ec7e493b93fb4c5b2679cea71d9caee3728cb55,APPROVE,ok
simple,S2,,00100,U,,253,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,00100,U,,228,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,00100,U,,263,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,11011,U,,344,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,5.0,00100,E,5.0,340,"['CONTINUE', 'PIVOT']",ab4b8f85a29fd0b128c2bc45dcc92b35f456d5761e9d6107f7399b982b9fb40c,CONTINUE,ok
complex,C3,11.0,neutral,B,2.0,235,"['CONTINUE', 'PIVOT']",7fba984f965204e6d404713fc479c3d993a706de18edec61f67d8b04f48ad0e4,CONTINUE,ok
complex,C3,3.0,neutral,B,2.0,335,"['CONTINUE', 'PIVOT']",c2ea80bd46d09776120a995f1ab21ce6170b451e8462219b7f74881d7d1caf5f,CONTINUE,ok
complex,C2,13.0,11011,U,4.0,204,"['APPROVE', 'REJECT']",075c7258ac1c9505ab2d9727b317575abdf41833e53e8192e61251c5a1e59913,APPROVE,ok
complex,C3,17.0,00100,U,2.0,247,"['CONTINUE', 'PIVOT']",6e5806f5891836629d3a77f0532d24e42a7ff2f99b93213799b552e13477b9f5,CONTINUE,ok
simple,S1,,11011,U,,298,"['A', 'B']",,B,ok
complex,C3,5.0,11011,U,4.0,96,"['CONTINUE', 'PIVOT']",e7c0c2fc8e63b29304427e59c3bbc1d59a1101026aeffb01e246ab04fb119c9b,CONTINUE,ok
simple,S2,,00100,U,,87,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,7.0,neutral,B,3.0,46,"['APPROVE', 'REJECT']",a3254f3f6559d462725ef2b5cc95ff2c6346190c94f0b31439f30774fe6e61ec,APPROVE,ok
simple,S2,,11011,U,,24,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,00100,U,,328,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,11011,E,,86,"['ADOPT', 'WAIT']",,WAIT,ok
complex,C3,7.0,00100,E,4.0,178,"['CONTINUE', 'PIVOT']",1c969ce7acc02c80cc23c13fa686132e89d8ed1970b79ecec2aa0373b63304dc,CONTINUE,ok
simple,S2,,11011,E,,279,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,18.0,11011,E,4.0,387,"['CONTINUE', 'PIVOT']",b595459a8a13f7339fbf783d66f58ac3615e7a9aae6568b9277c3863c6f650f9,CONTINUE,ok
simple,S2,,11011,U,,88,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C1,19.0,00100,E,3.0,400,"['PACKAGE_A', 'PACKAGE_B']",40d847c6eff381fef2a10912a2bdbd9913405364cdca36125dfeb4d72d51d8fc,PACKAGE_B,ok
complex,C3,19.0,00100,U,1.0,300,"['CONTINUE', 'PIVOT']",9e25d04f0484e1f5ecb4f84288f149d9b956ca2589da8455737f73c82e9b4794,CONTINUE,ok
simple,S1,,11011,U,,123,"['A', 'B']",,A,ok
complex,C2,5.0,00100,E,4.0,170,"['APPROVE', 'REJECT']",91ddd96aab3c5c025c7d7e8e47f5d19543be6b51fcb5273117df670a952098f5,APPROVE,ok
simple,S1,,00100,U,,260,"['A', 'B']",,A,ok
complex,C3,6.0,neutral,B,2.0,217,"['CONTINUE', 'PIVOT']",2cca8ff80aa52401e79b609f2f00875ce76a1cffef292fa841934d13486b475f,CONTINUE,ok
simple,S1,,11011,U,,289,"['A', 'B']",,A,ok
simple,S2,,11011,E,,363,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,10.0,neutral,B,5.0,187,"['APPROVE', 'REJECT']",38a76a1b480dbbe1faef2c7acf32ac83ccb1aedc1eaa600722f4a4b9460b4cdb,APPROVE,ok
complex,C1,12.0,00100,E,1.0,24,"['PACKAGE_A', 'PACKAGE_B']",4791654cbc14346a7a6eff99c35d0d7df6e94ebc0430159a1a06e62835bf46be,PACKAGE_A,ok
simple,S2,,00100,U,,121,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,11011,U,,396,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,11.0,11011,U,4.0,135,"['APPROVE', 'REJECT']",2185f431fa59bd35646ba8835ab028dd268646469d3c46955d2f214c20f20866,APPROVE,ok
complex,C1,12.0,00100,E,2.0,324,"['PACKAGE_A', 'PACKAGE_B']",78c94686b2d784c5cba2356b39903b5342b09b931044036ac17b659dfd1717af,PACKAGE_A,ok
complex,C3,5.0,00100,E,3.0,205,"['CONTINUE', 'PIVOT']",bceedf7eda72eb73f663a2d0c68f6c1ce637c4b2c079b82e34c2ae31efbde073,CONTINUE,ok
simple,S3,,00100,U,,352,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,18.0,neutral,B,1.0,49,"['CONTINUE', 'PIVOT']",cc37068a00c0b78d4c16cd5e4c33962dc41f5cfef4dcc694820c45d3293ab722,CONTINUE,ok
complex,C3,11.0,11011,U,1.0,235,"['CONTINUE', 'PIVOT']",ba2c5e772f6a9dec021649d35022eef83646b6748a8af62465e5599ba104d06d,CONTINUE,ok
complex,C2,8.0,00100,E,1.0,125,"['APPROVE', 'REJECT']",3d2c1a8ebfbfa448a0e0ef7df13a5652e78a80aecc07924bac8a597adf760ffc,APPROVE,ok
complex,C2,17.0,11011,E,2.0,68,"['APPROVE', 'REJECT']",6a730df7dfa5becdd8b5f74615cdbea4f2f202c07fa48b16e469a06f0069354f,APPROVE,ok
complex,C2,3.0,00100,U,1.0,335,"['APPROVE', 'REJECT']",c119a83f452c5f66bca1c575b3579e84db236d04a0328d8158fedb37ee2f68d7,APPROVE,ok
simple,S3,,11011,E,,6,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,17.0,11011,E,3.0,247,"['CONTINUE', 'PIVOT']",b51745c9dc462994e08bbf1f93dbc680e2e2560660da052ec957d1978477de56,CONTINUE,ok
complex,C1,7.0,00100,U,2.0,295,"['PACKAGE_A', 'PACKAGE_B']",ffc7c767bbe0b2f9d3fdf10e4a1458a86e238a06a280efa3cb249641dfd8a686,PACKAGE_A,ok
complex,C3,8.0,00100,U,4.0,6,"['CONTINUE', 'PIVOT']",c9afddc24dbcbdd6b25df32415995656858d37aca76785b55bef8f952e783e6b,CONTINUE,ok
simple,S2,,00100,E,,20,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
complex,C2,4.0,neutral,B,5.0,341,"['APPROVE', 'REJECT']",db51238ec7e0b5fd0600ba98082a6f255ac77e8e70847fbcfef505e494ee1ea2,APPROVE,ok
complex,C2,12.0,00100,E,1.0,175,"['APPROVE', 'REJECT']",b4eb6ec2585d2a28663441963b35551ec6c741c3fbd3d1a6e95c9a469c23303b,APPROVE,ok
simple,S1,,11011,U,,385,"['A', 'B']",,A,ok
complex,C2,1.0,00100,E,4.0,272,"['APPROVE', 'REJECT']",7d8145831533849cdb673fe4f985d48ec3361677a485e9144cf2da4624e0a15a,APPROVE,ok
complex,C3,2.0,00100,U,5.0,324,"['CONTINUE', 'PIVOT']",3b2fe8b35a89a4730c8f0d03b415f37453d1e4b92005dcc9fd44d2f052fecd32,CONTINUE,ok
complex,C1,13.0,00100,E,1.0,268,"['PACKAGE_A', 'PACKAGE_B']",0e9773317c9f4ba840cc807bfb7d2bbe5ac1282e2dbf26ef13e81fb5ede4ca5e,PACKAGE_A,ok
simple,S1,,00100,U,,51,"['A', 'B']",,A,ok
complex,C2,14.0,11011,E,1.0,142,"['APPROVE', 'REJECT']",c42996acb0324fa70374fc6aef1c7b1052540c3ca6f17506c92500d2397bccdb,APPROVE,ok
complex,C3,2.0,11011,E,3.0,17,"['CONTINUE', 'PIVOT']",97655c85f83a74bae48fc5ad1f5f6449fac581e11c7839cbcea6a88bb230e945,CONTINUE,ok
simple,S2,,11011,E,,315,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
complex,C2,18.0,neutral,B,3.0,213,"['APPROVE', 'REJECT']",b2fc553387329a0165693c209c1d71cadd5efcc2985b2a335ba8429c97d76002,APPROVE,ok
complex,C3,3.0,00100,U,6.0,67,"['CONTINUE', 'PIVOT']",3cab2ed12fedff95515635cce83a3184533cc379401db26b7bc413d61dce5ff2,CONTINUE,ok
simple,S1,,00100,U,,256,"['A', 'B']",,A,ok
simple,S2,,00100,E,,399,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
simple,S2,,00100,E,,359,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
simple,S1,,00100,E,,18,"['A', 'B']",,A,ok
complex,C1,17.0,11011,U,1.0,340,"['PACKAGE_A', 'PACKAGE_B']",c0ed7de33c4fcd6fc59d27b1dfe57be17d7573b153e15c1815da941837a3608a,PACKAGE_B,ok
complex,C2,8.0,neutral,B,3.0,125,"['APPROVE', 'REJECT']",5833a4f0ed4d451a71ce30415f6eadc8dd67ae137a64a1eb201a17cca83d35b5,APPROVE,ok
simple,S3,,00100,U,,19,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,11011,E,,69,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,00100,U,,198,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,11.0,00100,E,4.0,158,"['CONTINUE', 'PIVOT']",d18adb23b39ad15d8326020e8d4de205dde4a2992bb796db9532f86f8efd4627,CONTINUE,ok
complex,C3,4.0,00100,U,4.0,115,"['CONTINUE', 'PIVOT']",b0e95c564e57dad29803b3643683ea460010765e77cac16f4a27898d18aa7fc5,CONTINUE,ok
complex,C3,12.0,00100,E,5.0,37,"['CONTINUE', 'PIVOT']",434bcaabb975fcdae0092dafd79299f64290ce9951fbf9127ea282dfe2efb855,CONTINUE,ok
complex,C2,9.0,11011,U,5.0,59,"['APPROVE', 'REJECT']",ea008e50d62689d2733dc4069614882dfa4f2532aba2c50b790a63e98ced69f0,REJECT,ok
simple,S3,,00100,E,,148,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,7.0,00100,U,2.0,339,"['APPROVE', 'REJECT']",4274155823f791a80a9b98b8f93a68a2579d2170384ac92782d39b751114d67d,APPROVE,ok
simple,S1,,11011,U,,61,"['A', 'B']",,A,ok
complex,C3,16.0,11011,U,6.0,278,"['CONTINUE', 'PIVOT']",764273fe80566625fe5403321c8b575a65e077ee36114e06f8251dfd31d9ab34,CONTINUE,ok
complex,C2,18.0,00100,E,4.0,26,"['APPROVE', 'REJECT']",59f032ec0155c0a75ccccdbdd8b969c555d97faa38fa53b5ee78af7820725221,APPROVE,ok
complex,C3,17.0,00100,E,1.0,200,"['CONTINUE', 'PIVOT']",3dab3cb85d91fe0036cc110a038b0243f03620181669c7d761dd1ca335554f74,CONTINUE,ok
complex,C3,18.0,11011,E,5.0,270,"['CONTINUE', 'PIVOT']",ae66e89be677caa4b42acf0044fa48e6e7218ca2da0b32eace175418ef0ca259,CONTINUE,ok
simple,S3,,00100,U,,232,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,11011,U,,127,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,00100,E,,358,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,3.0,00100,U,1.0,76,"['APPROVE', 'REJECT']",c119a83f452c5f66bca1c575b3579e84db236d04a0328d8158fedb37ee2f68d7,APPROVE,ok
complex,C1,16.0,00100,E,2.0,20,"['PACKAGE_A', 'PACKAGE_B']",14450149cc419a390c73c0126b061aa75b0bdc1b636ea5a8c73a23a3a11398ac,PACKAGE_B,ok
complex,C3,13.0,00100,U,5.0,341,"['CONTINUE', 'PIVOT']",fc247ed0c6efb784b201298d1581ef9a1b682d83a7d518584bbbc48771326fcc,CONTINUE,ok
simple,S3,,00100,U,,246,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,00100,U,,127,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,00100,E,,384,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,17.0,00100,U,2.0,313,"['CONTINUE', 'PIVOT']",6e5806f5891836629d3a77f0532d24e42a7ff2f99b93213799b552e13477b9f5,CONTINUE,ok
simple,S1,,00100,U,,259,"['A', 'B']",,A,ok
complex,C3,13.0,11011,U,2.0,341,"['CONTINUE', 'PIVOT']",c1bd97e3d6989bc251dd17ac9055d0d7088bdd64938537fe7839262cc51dd5ae,CONTINUE,ok
complex,C3,17.0,11011,E,3.0,313,"['CONTINUE', 'PIVOT']",b51745c9dc462994e08bbf1f93dbc680e2e2560660da052ec957d1978477de56,CONTINUE,ok
complex,C2,10.0,11011,E,2.0,181,"['APPROVE', 'REJECT']",aad5169c08833118f5ce36a4ef1163fc95e4bf51cf75c2d99a5192cb3513733b,APPROVE,ok
simple,S2,,00100,U,,239,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,00100,U,,325,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,00100,U,,381,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,00100,U,,92,"['ADOPT', 'WAIT']",,ADOPT,ok
